date,name,value,category
2012-12-01,YISHUN,4536,North
2013-01-01,YISHUN,4598,North
2013-02-01,YISHUN,4569,North
2013-03-01,YISHUN,4595,North
2013-04-01,YISHUN,4616,North
2013-05-01,YISHUN,4755,North
2013-06-01,YISHUN,4519,North
2013-07-01,YISHUN,4568,North
2013-08-01,YISHUN,4523,North
2013-09-01,YISHUN,4591,North
2013-10-01,YISHUN,4404,North
2013-11-01,YISHUN,4469,North
2013-12-01,YISHUN,4462,North
2014-01-01,YISHUN,4433,North
2014-02-01,YISHUN,4359,North
2014-03-01,YISHUN,4383,North
2014-04-01,YISHUN,4305,North
2014-05-01,YISHUN,4218,North
2014-06-01,YISHUN,4208,North
2014-07-01,YISHUN,4200,North
2014-08-01,YISHUN,4072,North
2014-09-01,YISHUN,4042,North
2014-10-01,YISHUN,4084,North
2014-11-01,YISHUN,4000,North
2014-12-01,YISHUN,4017,North
2015-01-01,YISHUN,3970,North
2015-02-01,YISHUN,3994,North
2015-03-01,YISHUN,3939,North
2015-04-01,YISHUN,3972,North
2015-05-01,YISHUN,3912,North
2015-06-01,YISHUN,3995,North
2015-07-01,YISHUN,3922,North
2015-08-01,YISHUN,3985,North
2015-09-01,YISHUN,3956,North
2015-10-01,YISHUN,4002,North
2015-11-01,YISHUN,4037,North
2015-12-01,YISHUN,3949,North
2016-01-01,YISHUN,3959,North
2016-02-01,YISHUN,3926,North
2016-03-01,YISHUN,3967,North
2016-04-01,YISHUN,3988,North
2016-05-01,YISHUN,3970,North
2016-06-01,YISHUN,4101,North
2016-07-01,YISHUN,4071,North
2016-08-01,YISHUN,4039,North
2016-09-01,YISHUN,3948,North
2016-10-01,YISHUN,3962,North
2016-11-01,YISHUN,3993,North
2016-12-01,YISHUN,4030,North
2017-01-01,YISHUN,3997,North
2017-02-01,YISHUN,3930,North
2017-03-01,YISHUN,3995,North
2017-04-01,YISHUN,3866,North
2017-05-01,YISHUN,3924,North
2017-06-01,YISHUN,3964,North
2017-07-01,YISHUN,3941,North
2017-08-01,YISHUN,3943,North
2017-09-01,YISHUN,3938,North
2017-10-01,YISHUN,3812,North
2017-11-01,YISHUN,3827,North
2017-12-01,YISHUN,3844,North
2018-01-01,YISHUN,3822,North
2018-02-01,YISHUN,3795,North
2018-03-01,YISHUN,3756,North
2018-04-01,YISHUN,3767,North
2018-05-01,YISHUN,3766,North
2018-06-01,YISHUN,3770,North
2018-07-01,YISHUN,3743,North
2018-08-01,YISHUN,3723,North
2018-09-01,YISHUN,3795,North
2018-10-01,YISHUN,3808,North
2018-11-01,YISHUN,3720,North
2018-12-01,YISHUN,3847,North
2019-01-01,YISHUN,3948,North
2019-02-01,YISHUN,3867,North
2019-03-01,YISHUN,3893,North
2019-04-01,YISHUN,3967,North
2019-05-01,YISHUN,3903,North
2019-06-01,YISHUN,4052,North
2019-07-01,YISHUN,4005,North
2019-08-01,YISHUN,4084,North
2019-09-01,YISHUN,3987,North
2019-10-01,YISHUN,4072,North
2019-11-01,YISHUN,3947,North
2019-12-01,YISHUN,3954,North
2020-01-01,YISHUN,4029,North
2020-02-01,YISHUN,4005,North
2020-03-01,YISHUN,3979,North
2020-04-01,YISHUN,4065,North
2020-05-01,YISHUN,4166,North
2020-06-01,YISHUN,4027,North
2020-07-01,YISHUN,4029,North
2020-08-01,YISHUN,4057,North
2020-09-01,YISHUN,4121,North
2020-10-01,YISHUN,4246,North
2020-11-01,YISHUN,4272,North
2020-12-01,YISHUN,4334,North
2021-01-01,YISHUN,4368,North
2021-02-01,YISHUN,4373,North
2021-03-01,YISHUN,4444,North
2021-04-01,YISHUN,4570,North
2021-05-01,YISHUN,4651,North
2021-06-01,YISHUN,4713,North
2021-07-01,YISHUN,4671,North
2021-08-01,YISHUN,4692,North
2021-09-01,YISHUN,4719,North
2021-10-01,YISHUN,4912,North
2021-11-01,YISHUN,4911,North
2021-12-01,YISHUN,4968,North
2022-01-01,YISHUN,5005,North
2022-02-01,YISHUN,5047,North
2022-03-01,YISHUN,5173,North
2022-04-01,YISHUN,5181,North
2022-05-01,YISHUN,5225,North
2022-06-01,YISHUN,5197,North
2022-07-01,YISHUN,5152,North
2022-08-01,YISHUN,5220,North
2022-09-01,YISHUN,5285,North
2022-10-01,YISHUN,5369,North
2022-11-01,YISHUN,5303,North
2022-12-01,YISHUN,5378,North
2023-01-01,YISHUN,5401,North
2023-02-01,YISHUN,5538,North
2023-03-01,YISHUN,5400,North
